,edad,hombre,est_sup,colegio_priv,gran_empresa,segundo_trab,ingbrut,urbano,pobre
1,28.0,0,1,0,0,1,1454.5,1,0
2,48.0,0,0,0,0,1,2037.0,1,0
3,25.0,0,0,0,0,0,2037.0,1,0
4,16.0,0,0,0,0,0,2037.0,1,0
6,41.0,0,0,0,0,1,1842.0667317708333,1,0
7,19.0,0,1,0,0,0,1842.0667317708333,1,0
8,17.0,1,0,0,0,1,1842.0667317708333,1,0
9,15.0,0,0,0,0,0,1842.0667317708333,1,0
12,52.0,0,0,0,0,0,7488.583333333333,1,0
13,55.0,1,1,1,1,0,9437.166666666666,1,0
14,47.0,0,1,1,1,0,9437.166666666666,1,0
15,24.0,0,0,1,1,0,9437.166666666666,1,0
17,70.0,1,1,0,1,0,1788.5,1,0
18,64.0,0,0,0,0,0,1788.5,1,0
19,50.0,1,1,1,1,0,5301.0,1,0
22,57.0,0,1,0,1,0,2381.3333333333335,1,0
24,54.0,0,0,1,1,0,1482.9166666666667,1,0
27,55.0,1,0,0,1,1,2317.75,1,0
30,58.0,0,0,0,0,0,1861.8333333333333,1,0
31,23.0,0,1,0,0,0,1861.8333333333333,1,0
32,31.0,1,0,0,0,0,1861.8333333333333,1,0
33,53.0,0,0,0,0,1,2086.6666666666665,1,0
34,32.0,1,1,0,0,1,2086.6666666666665,1,0
38,53.0,0,1,1,0,0,12264.5,1,0
39,19.0,1,0,0,0,0,12264.5,1,0
41,68.0,1,0,0,1,1,3751.3333333333335,1,0
42,62.0,0,0,0,0,0,3751.3333333333335,1,0
43,54.0,1,0,0,0,0,1473.3333333333333,1,0
44,54.0,0,0,0,0,1,1473.3333333333333,1,0
47,16.0,1,0,0,0,0,1473.3333333333333,1,0
48,50.0,1,0,0,0,0,294.75,1,1
49,46.0,0,0,0,0,0,294.75,1,1
50,24.0,1,0,0,0,0,294.75,1,1
51,18.0,1,0,0,0,1,294.75,1,1
52,65.0,0,0,0,0,0,1632.76123046875,1,1
53,42.0,0,0,0,0,0,1632.76123046875,1,1
54,16.0,1,0,0,0,0,1632.76123046875,1,1
55,20.0,0,0,1,0,1,1632.76123046875,1,1
56,23.0,1,0,1,0,1,1632.76123046875,1,1
57,62.0,1,0,0,0,0,354.25,1,1
59,19.0,1,0,0,0,0,354.25,1,1
61,38.0,1,0,0,0,1,1102.6666666666667,1,1
62,25.0,0,0,0,0,0,1102.6666666666667,1,1
63,38.0,1,0,0,0,1,1181.3333333333333,1,1
64,31.0,0,0,0,0,1,1181.3333333333333,1,1
65,15.0,1,0,0,0,0,1181.3333333333333,1,1
66,32.0,1,0,0,0,0,1349.3333333333333,1,1
67,31.0,0,0,0,0,0,1349.3333333333333,1,1
73,73.0,1,0,0,0,0,330.0,1,1
75,79.0,1,0,0,0,0,644.0,1,1
77,35.0,1,0,0,0,0,644.0,1,1
78,32.0,0,0,0,0,1,644.0,1,1
80,56.0,1,0,0,0,0,1107.8333333333333,1,0
83,38.0,1,0,0,0,0,374.4166666666667,1,1
84,38.0,0,0,0,0,0,374.4166666666667,1,1
86,35.0,0,1,0,0,0,5625.0,1,0
87,37.0,1,1,0,0,1,5625.0,1,0
90,23.0,0,1,0,0,1,506.3333333333333,1,0
91,25.0,1,0,0,0,0,506.3333333333333,1,0
93,69.0,1,0,0,0,0,517.75,1,0
95,47.0,1,0,0,0,0,517.75,1,0
99,51.0,1,0,0,0,0,719.7159830729166,0,0
100,83.0,0,0,0,0,0,719.7159830729166,0,0
101,46.0,1,0,0,0,0,2005.25,0,1
102,46.0,0,0,0,0,0,2005.25,0,1
103,25.0,1,0,0,0,0,2005.25,0,1
104,20.0,0,0,0,0,0,2005.25,0,1
105,17.0,1,0,0,0,0,2005.25,0,1
106,57.0,1,0,0,1,0,1688.25,0,0
108,44.0,1,0,0,0,0,785.25,0,1
111,59.0,0,1,0,1,0,2722.8333333333335,0,0
112,41.0,1,0,0,0,1,1439.1666666666667,0,0
113,36.0,0,0,0,0,0,1439.1666666666667,0,0
114,19.0,1,0,1,0,0,1439.1666666666667,0,0
115,63.0,1,0,0,1,0,2026.5231119791667,0,0
116,46.0,0,0,0,0,0,2026.5231119791667,0,0
117,52.0,0,0,0,0,1,412.8333333333333,0,1
118,33.0,1,0,0,0,0,508.1666666666667,0,0
119,23.0,0,0,0,0,0,508.1666666666667,0,0
120,32.0,1,0,0,0,0,689.6875,0,0
121,25.0,0,0,0,0,1,689.6875,0,0
122,37.0,1,0,0,0,0,758.6666666666666,0,0
123,31.0,1,0,0,0,0,1164.5694986979167,0,1
124,22.0,0,0,0,0,0,1164.5694986979167,0,1
125,44.0,1,0,0,0,1,1309.9269205729167,0,1
126,41.0,0,0,0,0,0,1309.9269205729167,0,1
127,18.0,1,0,0,0,0,1309.9269205729167,0,1
128,50.0,0,0,0,0,1,1809.9166666666667,0,0
129,25.0,1,0,0,0,1,1809.9166666666667,0,0
130,40.0,1,0,0,0,1,1401.0833333333333,0,0
131,41.0,0,0,0,0,0,1401.0833333333333,0,0
132,16.0,1,0,0,0,0,1401.0833333333333,0,0
133,56.0,0,0,0,0,0,1893.6083984375,0,0
134,36.0,1,0,1,0,0,1893.6083984375,0,0
135,34.0,0,0,0,0,1,1893.6083984375,0,0
136,18.0,1,0,0,0,1,1893.6083984375,0,0
137,15.0,0,0,0,0,0,1893.6083984375,0,0
139,60.0,1,0,0,0,1,1376.0,0,0
141,21.0,0,0,0,0,0,1376.0,0,0
142,20.0,1,0,0,0,0,1376.0,0,0
143,18.0,1,0,0,0,1,1376.0,0,0
144,16.0,0,0,0,0,0,1376.0,0,0
145,23.0,1,0,0,1,1,1867.4166666666667,0,1
146,21.0,0,0,0,0,0,1867.4166666666667,0,1
147,56.0,0,0,0,0,0,61.166666666666664,0,1
148,38.0,1,0,0,1,1,990.0,0,0
149,34.0,0,0,0,0,0,990.0,0,0
150,15.0,0,0,0,0,0,990.0,0,0
151,79.0,0,0,0,0,0,1095.0,0,0
152,51.0,0,0,0,0,0,1095.0,0,0
154,36.0,1,0,0,0,1,1095.0,0,0
155,34.0,0,0,0,0,0,1095.0,0,0
156,33.0,1,1,0,0,1,1095.0,0,0
157,19.0,0,0,1,0,1,1095.0,0,0
158,54.0,1,0,0,1,1,10630.0,0,0
159,47.0,0,0,0,0,1,10630.0,0,0
160,27.0,0,1,1,0,1,10630.0,0,0
161,23.0,1,1,1,1,1,10630.0,0,0
162,19.0,1,0,1,0,1,10630.0,0,0
164,49.0,1,0,0,0,1,276.25,0,0
165,51.0,1,0,0,0,0,843.6666666666666,0,0
166,45.0,0,0,0,0,0,843.6666666666666,0,0
167,14.0,1,0,0,0,0,843.6666666666666,0,0
168,56.0,0,0,0,0,1,1180.9166666666667,0,0
170,64.0,1,0,0,0,0,156.58333333333334,0,1
171,60.0,0,0,0,0,0,156.58333333333334,0,1
172,21.0,0,0,0,0,1,156.58333333333334,0,1
173,37.0,1,0,0,0,0,727.1666666666666,0,1
174,30.0,0,0,0,0,1,727.1666666666666,0,1
175,34.0,1,0,0,0,0,524.4166666666666,0,0
176,56.0,1,0,0,0,0,184.33333333333334,0,0
177,44.0,0,0,0,0,0,184.33333333333334,0,0
178,42.0,1,0,0,0,0,1357.4166666666667,0,0
179,39.0,0,0,0,0,1,1357.4166666666667,0,0
180,20.0,1,0,0,0,1,1357.4166666666667,0,0
181,16.0,0,0,0,0,1,1357.4166666666667,0,0
182,14.0,1,0,0,0,0,1357.4166666666667,0,0
183,39.0,1,0,0,0,0,961.0833333333334,0,0
184,39.0,0,0,0,0,0,961.0833333333334,0,0
186,41.0,1,0,0,0,1,245.16666666666666,0,0
188,50.0,1,0,0,0,0,266.8333333333333,0,1
189,42.0,0,0,0,0,1,266.8333333333333,0,1
190,16.0,1,0,0,0,0,266.8333333333333,0,1
191,59.0,1,0,0,0,0,190.83333333333334,0,1
192,42.0,0,0,0,0,1,190.83333333333334,0,1
193,26.0,1,0,0,0,0,190.83333333333334,0,1
195,55.0,0,0,0,0,0,538.0,0,1
196,19.0,1,0,0,0,0,538.0,0,1
197,57.0,0,0,0,0,1,108.5,0,1
198,36.0,1,0,0,0,0,108.5,0,1
199,33.0,1,0,0,0,0,108.5,0,1
200,42.0,1,0,0,0,0,182.58333333333334,0,1
201,48.0,0,0,0,0,0,182.58333333333334,0,1
202,42.0,1,0,0,0,1,1114.5684407552083,0,1
203,52.0,0,0,0,0,1,1114.5684407552083,0,1
204,19.0,1,0,0,0,1,1114.5684407552083,0,1
205,57.0,1,0,0,0,1,1185.5833333333333,0,1
206,55.0,0,0,0,0,0,1185.5833333333333,0,1
207,20.0,1,0,0,0,0,1185.5833333333333,0,1
208,59.0,1,0,0,0,0,1258.25,0,1
209,47.0,0,0,0,0,0,1258.25,0,1
210,26.0,0,0,0,0,0,1258.25,0,1
211,19.0,1,0,0,0,0,1258.25,0,1
212,25.0,0,0,0,0,0,1258.25,0,1
214,57.0,1,0,0,0,0,255.91666666666666,0,0
215,89.0,0,0,0,0,0,255.91666666666666,0,0
216,53.0,1,1,0,1,1,1942.8333333333333,0,1
217,48.0,0,0,0,0,0,1942.8333333333333,0,1
218,19.0,0,0,0,0,0,1942.8333333333333,0,1
219,33.0,1,1,0,0,1,3455.6666666666665,0,0
220,23.0,0,0,0,0,1,3455.6666666666665,0,0
221,70.0,1,0,0,0,0,534.5,0,1
222,64.0,0,0,0,0,0,534.5,0,1
224,35.0,1,0,0,0,1,534.5,0,1
225,43.0,1,0,0,0,1,1021.8999837239584,0,1
226,46.0,0,0,0,0,1,1021.8999837239584,0,1
227,18.0,1,0,0,0,0,1021.8999837239584,0,1
228,48.0,1,0,0,0,1,549.25,0,0
229,47.0,1,0,0,0,0,1386.1640625,0,0
230,45.0,0,0,0,0,0,1386.1640625,0,0
231,19.0,1,0,0,0,1,1386.1640625,0,0
232,54.0,1,0,0,0,0,1386.1640625,0,0
233,44.0,1,0,0,0,1,914.4166666666666,0,1
235,79.0,1,0,0,0,0,203.96990966796875,0,1
236,60.0,1,0,0,0,0,114.25,0,0
237,59.0,0,0,0,0,0,114.25,0,0
238,40.0,1,0,0,0,0,1733.0833333333333,0,0
239,31.0,0,0,0,0,1,1733.0833333333333,0,0
240,33.0,1,0,0,0,1,564.57666015625,0,1
241,31.0,0,0,0,0,0,564.57666015625,0,1
242,37.0,1,0,0,0,0,361.8333333333333,0,0
243,35.0,0,0,0,0,0,361.8333333333333,0,0
244,50.0,0,0,0,0,1,1574.4166666666667,0,0
245,58.0,1,0,0,0,1,1574.4166666666667,0,0
246,57.0,1,0,0,0,0,1021.25,0,0
247,59.0,0,0,0,0,0,1021.25,0,0
248,26.0,0,0,0,0,0,1021.25,0,0
250,60.0,1,0,0,0,0,572.3333333333334,0,0
251,57.0,0,0,0,0,1,572.3333333333334,0,0
252,23.0,0,0,0,0,0,572.3333333333334,0,0
253,88.0,0,0,0,0,0,336.43194580078125,0,0
254,53.0,1,0,0,0,1,1100.4166666666667,0,1
255,47.0,0,0,0,0,1,1100.4166666666667,0,1
256,23.0,1,0,0,0,1,1100.4166666666667,0,1
257,21.0,1,0,0,0,0,1100.4166666666667,0,1
258,16.0,1,0,0,0,1,1100.4166666666667,0,1
259,14.0,1,0,0,0,0,1100.4166666666667,0,1
260,28.0,1,0,0,0,1,531.5,0,0
261,19.0,0,0,0,0,0,531.5,0,0
262,60.0,0,0,0,0,1,285.7380777994792,0,0
264,55.0,0,0,0,0,0,285.25,0,1
266,74.0,1,0,0,0,0,304.25,0,0
267,68.0,0,0,0,0,0,304.25,0,0
268,71.0,1,0,0,0,1,672.75,0,0
269,58.0,0,0,0,0,0,672.75,0,0
270,85.0,1,0,0,0,0,259.8333333333333,0,0
271,55.0,1,0,0,0,0,259.8333333333333,0,0
272,49.0,1,0,0,0,0,2386.9166666666665,0,0
274,15.0,1,0,0,0,0,2386.9166666666665,0,0
275,48.0,1,0,0,0,0,3033.75,0,0
276,45.0,0,0,0,0,0,3033.75,0,0
277,48.0,1,0,0,0,0,1561.5833333333333,0,0
278,41.0,0,0,0,0,0,1561.5833333333333,0,0
279,18.0,1,0,0,0,0,1561.5833333333333,0,0
280,57.0,1,0,0,0,0,803.25,0,0
281,56.0,0,0,0,0,0,803.25,0,0
283,40.0,1,0,0,0,0,1575.25,1,1
286,47.0,1,0,0,0,0,2105.0,1,0
289,24.0,1,0,0,0,0,2105.0,1,0
291,36.0,1,0,0,1,0,1624.3333333333333,1,0
293,48.0,0,0,0,1,1,1226.25,1,0
294,36.0,1,0,0,1,0,1278.5833333333333,1,0
299,40.0,1,0,0,0,0,1697.9166666666667,1,0
300,37.0,0,0,0,0,1,1697.9166666666667,1,0
301,19.0,0,0,1,0,0,1697.9166666666667,1,0
302,14.0,1,0,0,0,0,1697.9166666666667,1,0
303,43.0,1,0,0,1,0,2949.8333333333335,1,0
305,23.0,0,1,1,0,0,2949.8333333333335,1,0
306,20.0,1,0,1,0,0,2949.8333333333335,1,0
307,48.0,1,0,0,0,0,1477.9166666666667,1,0
308,41.0,0,0,0,0,0,1477.9166666666667,1,0
309,18.0,1,0,1,0,0,1477.9166666666667,1,0
310,16.0,0,0,1,0,0,1477.9166666666667,1,0
311,16.0,0,0,0,0,0,1477.9166666666667,1,0
312,44.0,1,0,0,0,0,975.6666666666666,1,1
315,21.0,1,0,0,1,0,2829.0833333333335,1,0
317,20.0,1,0,0,1,0,2829.0833333333335,1,0
318,48.0,1,0,0,1,0,1392.25,1,0
322,61.0,1,1,0,0,0,5033.916666666667,1,0
324,70.0,1,1,0,0,0,6348.75,1,0
328,24.0,0,0,1,0,0,6348.75,1,0
329,70.0,1,0,0,0,0,4410.75,1,0
330,73.0,0,1,0,1,0,4410.75,1,0
332,67.0,0,0,0,0,0,4391.916666666667,1,0
333,23.0,0,1,1,0,1,4391.916666666667,1,0
337,53.0,1,1,1,0,0,4905.0,1,0
340,67.0,1,1,0,1,0,7515.583333333333,1,0
341,62.0,0,0,0,0,0,7515.583333333333,1,0
342,33.0,1,1,0,1,0,7515.583333333333,1,0
343,38.0,0,0,1,0,0,7515.583333333333,1,0
344,37.0,1,0,1,1,1,7515.583333333333,1,0
345,54.0,1,0,0,1,1,4969.5,1,0
348,31.0,1,0,0,0,1,4969.5,1,0
349,29.0,0,1,1,1,0,4969.5,1,0
350,34.0,1,0,0,0,0,3281.75,1,0
351,28.0,1,0,0,0,0,3281.75,1,0
352,26.0,1,0,0,0,0,809.8333333333334,1,0
353,32.0,1,0,0,0,0,797.4166666666666,1,0
354,36.0,0,0,1,0,1,797.4166666666666,1,0
355,48.0,1,0,0,1,0,2844.25,1,0
357,23.0,1,1,1,0,0,2844.25,1,0
358,15.0,1,0,0,0,0,2844.25,1,0
359,49.0,1,0,0,0,0,2004.25,1,0
361,27.0,1,0,1,0,0,2004.25,1,0
362,24.0,1,0,1,0,0,2004.25,1,0
364,57.0,0,0,0,0,0,7079.083333333333,1,0
365,54.0,1,0,0,0,0,7079.083333333333,1,0
366,20.0,1,0,1,0,0,7079.083333333333,1,0
367,36.0,1,0,0,1,1,2313.1666666666665,1,0
368,35.0,0,0,0,0,0,2313.1666666666665,1,0
369,17.0,0,0,0,0,0,2313.1666666666665,1,0
370,57.0,0,0,0,1,0,2112.3333333333335,1,0
372,58.0,1,0,0,0,0,2855.5,1,0
373,53.0,0,0,0,0,0,2855.5,1,0
374,29.0,1,0,0,0,0,2855.5,1,0
376,29.0,0,1,1,1,0,1041.6666666666667,1,0
377,48.0,1,0,0,0,0,391.6666666666667,0,0
378,81.0,1,0,0,0,0,126.16666666666667,0,1
380,37.0,0,0,0,0,0,86.58333333333333,0,1
381,14.0,1,0,0,0,0,86.58333333333333,0,1
383,28.0,1,0,0,0,0,86.58333333333333,0,1
384,49.0,1,0,0,0,0,109.0,0,1
385,40.0,0,0,0,0,0,109.0,0,1
386,18.0,1,0,0,0,0,109.0,0,1
387,31.0,1,0,0,0,0,545.1666666666666,0,0
388,32.0,0,0,0,0,0,545.1666666666666,0,0
389,74.0,1,0,0,0,0,1197.0,0,0
390,70.0,0,0,0,0,0,1197.0,0,0
391,37.0,1,0,0,0,0,1197.0,0,0
392,38.0,1,0,1,0,0,184.25,0,1
393,28.0,0,0,0,0,0,184.25,0,1
394,60.0,1,0,0,0,0,7866.541666666667,0,0
395,39.0,0,0,0,0,0,7866.541666666667,0,0
396,66.0,1,0,0,0,0,2909.4166666666665,1,0
397,57.0,0,0,0,0,0,2909.4166666666665,1,0
398,33.0,0,1,1,1,0,2909.4166666666665,1,0
399,52.0,1,0,0,0,0,2320.4166666666665,1,0
400,46.0,0,0,0,0,1,2320.4166666666665,1,0
401,27.0,1,1,1,0,0,2320.4166666666665,1,0
403,23.0,0,1,1,0,1,2320.4166666666665,1,0
404,15.0,1,0,0,0,0,2320.4166666666665,1,0
405,43.0,1,0,0,0,0,2715.4166666666665,1,0
407,19.0,1,0,0,0,0,2715.4166666666665,1,0
408,14.0,1,0,0,0,0,2715.4166666666665,1,0
410,49.0,1,0,0,0,0,1304.5,1,0
411,46.0,0,0,0,0,1,1304.5,1,0
414,61.0,1,0,0,0,0,3803.0833333333335,1,0
417,43.0,1,1,0,0,0,3803.0833333333335,1,0
419,40.0,1,1,0,0,0,3750.25,1,0
420,33.0,0,1,1,0,0,3750.25,1,0
423,53.0,1,1,0,0,1,7483.25,1,0
424,49.0,0,1,0,0,0,7483.25,1,0
425,30.0,1,0,1,1,0,7483.25,1,0
426,28.0,0,0,1,1,0,7483.25,1,0
429,36.0,1,1,1,0,0,1167.8333333333333,1,0
433,22.0,0,1,1,1,1,4509.75,1,0
434,62.0,0,0,0,0,0,573.8333333333334,1,0
440,42.0,1,0,0,0,1,3121.0,1,0
441,46.0,0,0,1,0,0,3121.0,1,0
442,20.0,0,0,0,0,0,3121.0,1,0
443,17.0,0,0,0,0,0,3121.0,1,0
444,55.0,1,0,0,0,0,6514.408203125,1,0
445,53.0,0,0,0,0,0,6514.408203125,1,0
446,22.0,0,0,0,0,0,6514.408203125,1,0
447,34.0,1,1,1,0,0,6514.408203125,1,0
448,27.0,0,1,0,0,1,6514.408203125,1,0
449,71.0,1,1,1,0,0,6514.408203125,1,0
450,66.0,0,0,0,0,0,1098.0833333333333,1,0
451,28.0,0,0,0,1,0,1098.0833333333333,1,0
453,34.0,1,0,0,0,0,1389.3333333333333,1,0
454,32.0,1,1,1,0,0,1389.3333333333333,1,0
455,63.0,0,1,0,1,0,2098.8333333333335,1,0
456,52.0,1,1,0,1,0,5144.416666666667,1,0
457,47.0,0,1,0,0,0,5144.416666666667,1,0
459,22.0,0,0,0,0,0,5144.416666666667,1,0
460,20.0,0,0,0,0,0,5144.416666666667,1,0
461,39.0,1,0,0,0,0,3651.1389973958335,1,0
462,43.0,0,0,0,0,0,3651.1389973958335,1,0
463,18.0,0,0,1,0,0,3651.1389973958335,1,0
464,16.0,0,0,0,0,0,3651.1389973958335,1,0
466,42.0,0,0,0,0,0,2409.6666666666665,1,1
467,20.0,0,0,0,0,0,2409.6666666666665,1,1
468,18.0,1,0,0,0,0,2409.6666666666665,1,1
471,43.0,1,0,0,0,0,1259.2222493489583,0,1
473,57.0,1,0,0,0,0,1453.1666666666667,0,1
475,15.0,0,0,0,0,0,1453.1666666666667,0,1
476,22.0,0,0,0,0,0,1453.1666666666667,0,1
477,45.0,1,0,0,0,0,261.3333333333333,0,1
478,48.0,0,0,0,0,0,261.3333333333333,0,1
479,16.0,0,0,0,0,0,261.3333333333333,0,1
481,59.0,1,0,0,0,0,23.166666666666668,0,1
484,32.0,0,0,0,0,0,4984.7646484375,0,1
485,34.0,1,0,0,0,0,790.5833333333334,0,1
486,33.0,0,0,0,0,0,790.5833333333334,0,1
487,14.0,1,0,0,0,0,790.5833333333334,0,1
488,28.0,1,0,0,0,1,870.3055013020834,0,1
490,16.0,1,0,0,0,0,870.3055013020834,0,1
491,40.0,1,1,1,1,0,3019.0833333333335,0,0
493,49.0,1,1,1,1,0,5142.333333333333,0,0
494,43.0,0,1,1,0,0,5142.333333333333,0,0
495,62.0,1,0,0,0,1,1944.0833333333333,0,0
496,58.0,0,1,1,0,0,1944.0833333333333,0,0
497,85.0,1,0,0,0,0,699.8333333333334,0,0
498,49.0,0,0,0,0,0,699.8333333333334,0,0
499,58.0,1,0,0,0,0,572.9166666666666,0,0
500,55.0,0,0,0,0,0,572.9166666666666,0,0
501,35.0,0,0,0,1,1,891.8333333333334,0,1
503,14.0,0,0,0,0,0,891.8333333333334,0,1
504,85.0,1,0,0,0,0,610.1666666666666,0,0
506,51.0,1,1,0,1,1,3654.3089192708335,0,0
507,45.0,0,0,0,1,0,3654.3089192708335,0,0
508,23.0,1,0,1,0,0,3654.3089192708335,0,0
509,80.0,1,0,0,0,0,1684.9524739583333,0,0
511,48.0,1,0,0,0,0,411.4166666666667,0,1
512,46.0,0,0,0,0,0,411.4166666666667,0,1
513,15.0,0,0,0,0,0,411.4166666666667,0,1
514,48.0,1,0,0,0,0,701.6666666666666,0,1
516,20.0,1,0,0,0,0,701.6666666666666,0,1
517,14.0,0,0,0,0,0,701.6666666666666,0,1
518,23.0,0,0,0,0,0,701.6666666666666,0,1
521,80.0,1,0,0,0,0,1113.552734375,0,0
523,71.0,1,0,0,0,0,567.3333333333334,0,0
525,61.0,1,0,1,0,0,567.3333333333334,0,0
526,54.0,1,0,0,0,0,671.0833333333334,0,0
527,53.0,0,0,0,0,0,671.0833333333334,0,0
528,23.0,0,1,0,0,0,671.0833333333334,0,0
529,19.0,0,0,0,0,0,671.0833333333334,0,0
532,21.0,0,0,0,0,0,2433.5221354166665,0,1
533,71.0,1,0,0,0,0,299.25,0,0
534,69.0,0,0,0,0,0,299.25,0,0
536,42.0,1,0,0,0,1,1242.125,0,0
537,40.0,0,0,0,0,0,1242.125,0,0
538,19.0,1,0,0,0,0,1242.125,0,0
539,15.0,0,0,0,0,0,1242.125,0,0
543,44.0,1,0,0,0,1,899.1666666666666,0,0
544,38.0,0,0,0,0,0,899.1666666666666,0,0
545,48.0,1,1,1,0,0,1089.25,1,0
546,50.0,0,1,0,0,0,1089.25,1,0
548,24.0,0,0,1,0,1,1089.25,1,0
551,35.0,1,0,0,0,0,1882.8333333333333,1,0
552,28.0,0,0,0,0,0,1882.8333333333333,1,0
553,15.0,0,0,0,0,0,1882.8333333333333,1,0
554,45.0,1,1,0,0,0,1574.4166666666667,1,1
555,37.0,0,1,0,1,0,1574.4166666666667,1,1
556,40.0,1,0,0,1,0,3521.0,1,0
557,41.0,0,1,1,0,0,3521.0,1,0
558,23.0,0,0,1,0,0,3521.0,1,0
561,49.0,0,0,0,1,1,2454.2666015625,1,0
562,17.0,1,0,0,0,0,2454.2666015625,1,0
564,59.0,1,0,0,0,0,153.0,1,0
565,54.0,0,0,0,0,1,153.0,1,0
566,32.0,0,0,0,0,1,153.0,1,0
568,68.0,1,0,0,0,0,683.3333333333334,1,1
569,65.0,0,0,0,0,0,683.3333333333334,1,1
572,44.0,1,0,0,0,1,268.8333333333333,1,0
573,38.0,0,0,0,0,0,268.8333333333333,1,0
574,18.0,0,0,0,0,0,268.8333333333333,1,0
575,63.0,1,0,0,0,1,649.1260986328125,1,1
576,54.0,0,0,0,0,0,649.1260986328125,1,1
577,45.0,1,1,0,0,0,5622.083333333333,1,0
578,45.0,0,1,1,1,1,4200.25,1,0
579,39.0,1,1,1,0,0,4200.25,1,0
581,48.0,0,0,0,0,1,806.4319661458334,1,1
583,25.0,0,0,0,0,0,806.4319661458334,1,1
586,48.0,0,1,1,1,0,1887.0833333333333,1,0
589,61.0,1,1,1,1,1,4972.916666666667,1,0
590,56.0,0,0,0,0,0,4972.916666666667,1,0
593,64.0,1,0,0,0,0,744.3333333333334,0,1
595,71.0,0,0,0,0,0,728.7249348958334,0,0
596,65.0,0,0,0,0,1,95.41666666666667,0,0
597,54.0,1,0,0,0,1,861.3204752604166,0,1
599,23.0,0,0,0,0,0,861.3204752604166,0,1
600,46.0,1,0,0,0,0,861.3204752604166,0,1
601,68.0,1,0,0,0,1,4970.75,0,0
602,57.0,0,0,0,0,1,4970.75,0,0
603,24.0,0,1,1,0,1,4970.75,0,0
604,26.0,0,1,1,0,1,4970.75,0,0
605,27.0,1,1,1,1,1,4970.75,0,0
606,64.0,0,0,0,0,0,514.5570882161459,0,0
607,54.0,1,0,0,0,0,365.4166666666667,0,0
608,58.0,0,0,0,0,0,365.4166666666667,0,0
609,16.0,1,0,0,0,0,365.4166666666667,0,0
610,69.0,1,0,0,0,0,634.9166666666666,0,0
611,62.0,0,0,0,0,0,634.9166666666666,0,0
612,59.0,1,0,0,0,0,260.6666666666667,0,1
613,52.0,0,0,0,0,0,260.6666666666667,0,1
614,16.0,0,0,0,0,0,260.6666666666667,0,1
617,50.0,1,0,0,0,0,238.91666666666666,0,1
618,51.0,0,0,0,0,0,238.91666666666666,0,1
619,16.0,1,0,1,0,0,238.91666666666666,0,1
620,56.0,1,0,0,0,0,843.0747884114584,0,0
622,16.0,0,0,0,0,0,843.0747884114584,0,0
623,41.0,1,0,0,0,0,242.5,0,1
624,35.0,0,0,0,0,0,242.5,0,1
626,15.0,1,0,0,0,0,242.5,0,1
627,52.0,1,0,0,0,0,41.25,0,0
629,64.0,1,0,0,0,0,645.4102783203125,0,1
632,35.0,0,0,0,0,0,645.4102783203125,0,1
633,16.0,1,0,0,0,0,645.4102783203125,0,1
634,75.0,1,0,0,0,0,282.25,0,0
636,32.0,1,0,0,0,0,61.333333333333336,0,1
637,24.0,0,0,0,0,0,61.333333333333336,0,1
638,49.0,1,0,0,0,0,344.0833333333333,0,1
639,45.0,0,0,0,0,0,344.0833333333333,0,1
640,17.0,1,0,0,0,0,344.0833333333333,0,1
641,46.0,1,0,0,0,0,135.75,0,1
642,47.0,0,0,0,0,0,135.75,0,1
643,23.0,1,0,0,0,0,135.75,0,1
644,15.0,0,0,0,0,0,135.75,0,1
645,41.0,1,0,0,0,1,145.08333333333334,0,1
646,39.0,0,0,0,0,0,145.08333333333334,0,1
648,36.0,1,0,0,0,0,385.3333333333333,0,1
649,37.0,0,0,0,0,0,385.3333333333333,0,1
650,66.0,1,0,0,0,0,86.5,0,1
651,62.0,0,0,0,0,0,86.5,0,1
652,27.0,0,0,0,0,0,86.5,0,1
653,24.0,0,0,0,0,0,86.5,0,1
654,54.0,1,0,0,0,1,256.4166666666667,0,0
656,56.0,1,0,0,0,1,502.4359130859375,0,1
658,48.0,0,0,1,0,1,2626.25,0,0
659,58.0,1,1,1,1,0,2626.25,0,0
660,18.0,0,0,0,0,1,2626.25,0,0
661,39.0,1,0,0,0,1,1813.53125,0,0
662,32.0,0,0,0,0,0,1813.53125,0,0
663,17.0,1,0,0,0,0,1813.53125,0,0
664,48.0,1,0,0,0,1,1708.4166666666667,0,0
665,42.0,0,0,0,0,1,1708.4166666666667,0,0
666,24.0,0,1,1,0,0,1708.4166666666667,0,0
667,20.0,1,0,0,0,1,1708.4166666666667,0,0
668,14.0,1,0,0,0,0,1708.4166666666667,0,0
669,22.0,1,0,1,0,1,630.5833333333334,0,0
672,88.0,1,0,0,0,0,2052.6666666666665,0,0
673,39.0,0,0,0,0,1,2052.6666666666665,0,0
674,27.0,0,0,0,1,0,1035.9166666666667,0,0
675,69.0,1,0,0,0,1,168.91666666666666,0,0
677,74.0,1,0,0,0,0,534.75,0,0
679,61.0,1,0,0,0,1,644.0,0,0
680,70.0,0,0,0,0,0,644.0,0,0
681,52.0,0,0,0,0,1,2510.3004557291665,0,0
683,77.0,1,0,0,0,0,2510.3004557291665,0,0
684,65.0,1,0,0,0,0,543.75,0,0
686,62.0,1,0,0,0,1,910.4423014322916,0,1
687,53.0,0,0,0,0,1,910.4423014322916,0,1
689,18.0,0,0,0,0,0,910.4423014322916,0,1
