,edad,hombre,est_sup,colegio_priv,gran_empresa,segundo_trab,ingbrut,urbano,pobre
92803,22.0,1,0,1,0,1,6952.25,1,0
92804,49.0,1,0,1,0,0,5823.75,1,0
92805,39.0,0,1,1,1,0,5823.75,1,0
92807,54.0,1,0,1,0,0,18315.833333333332,1,0
92808,53.0,0,1,1,1,0,18315.833333333332,1,0
92809,21.0,1,0,1,0,0,18315.833333333332,1,0
92813,46.0,1,1,1,0,0,1545.8333333333333,1,0
92814,44.0,0,0,1,1,0,5900.666666666667,1,0
92815,21.0,1,0,1,1,0,5900.666666666667,1,0
92817,27.0,0,1,1,1,0,5868.0,1,0
92819,54.0,0,0,0,1,0,6092.583333333333,1,0
92820,49.0,0,0,1,0,0,6092.583333333333,1,0
92822,52.0,1,1,1,0,0,4671.166666666667,1,0
92823,53.0,0,1,1,1,0,4671.166666666667,1,0
92827,48.0,1,0,0,0,0,5275.333333333333,1,0
92828,51.0,0,0,0,1,0,5275.333333333333,1,0
92831,40.0,1,0,0,1,0,5275.333333333333,1,0
92834,26.0,1,0,0,0,0,1510.0,1,0
92836,46.0,1,0,1,1,0,7463.333333333333,1,0
92837,44.0,0,0,0,0,0,7463.333333333333,1,0
92838,42.0,0,0,0,0,0,7463.333333333333,1,0
92839,21.0,1,0,0,0,0,7463.333333333333,1,0
92841,67.0,0,0,0,0,0,697.9166666666666,1,0
92842,64.0,1,0,0,0,0,3272.4166666666665,1,0
92843,64.0,1,0,0,0,0,2903.5,1,0
92844,64.0,1,0,0,0,0,3272.4166666666665,1,0
92845,64.0,1,0,0,0,0,2903.5,1,0
92846,64.0,1,0,0,0,0,3272.4166666666665,1,0
92847,64.0,1,0,0,0,0,2903.5,1,0
92848,64.0,1,0,0,0,0,3272.4166666666665,1,0
92849,64.0,1,0,0,0,0,2903.5,1,0
92850,33.0,1,0,0,0,0,3272.4166666666665,1,0
92851,33.0,1,0,0,0,0,2903.5,1,0
92852,33.0,1,0,0,0,0,3272.4166666666665,1,0
92853,33.0,1,0,0,0,0,2903.5,1,0
92854,33.0,1,0,0,0,0,3272.4166666666665,1,0
92855,33.0,1,0,0,0,0,2903.5,1,0
92856,33.0,1,0,0,0,0,3272.4166666666665,1,0
92857,33.0,1,0,0,0,0,2903.5,1,0
92860,55.0,0,0,0,0,0,3272.4166666666665,1,0
92861,55.0,0,0,0,0,0,2903.5,1,0
92864,55.0,0,0,1,0,0,3272.4166666666665,1,0
92865,55.0,0,0,1,0,0,2903.5,1,0
92868,33.0,0,0,0,0,0,3272.4166666666665,1,0
92869,33.0,0,0,0,0,0,2903.5,1,0
92872,33.0,0,0,1,0,0,3272.4166666666665,1,0
92873,33.0,0,0,1,0,0,2903.5,1,0
92874,28.0,1,1,1,0,0,3272.4166666666665,1,0
92875,28.0,1,1,1,0,0,2903.5,1,0
92876,28.0,1,0,0,0,0,3272.4166666666665,1,0
92877,28.0,1,0,0,0,0,2903.5,1,0
92878,13.0,0,1,1,0,0,3272.4166666666665,1,0
92879,13.0,0,1,1,0,0,2903.5,1,0
92880,13.0,0,0,0,0,0,3272.4166666666665,1,0
92881,13.0,0,0,0,0,0,2903.5,1,0
92890,39.0,1,0,0,0,0,3272.4166666666665,1,0
92891,39.0,1,0,0,0,0,2903.5,1,0
92897,57.0,1,0,0,1,0,7540.111328125,1,0
92898,46.0,0,0,0,0,0,7540.111328125,1,0
92900,54.0,0,0,0,1,1,7540.111328125,1,0
92903,54.0,1,0,0,1,0,7540.111328125,1,0
92906,40.0,1,1,1,0,0,1873.25,1,0
92907,64.0,1,0,1,0,0,2158.9166666666665,1,0
92913,81.0,0,0,0,0,0,1021.5833333333334,1,0
92914,81.0,0,0,0,0,0,2233.0833333333335,1,0
92915,81.0,0,0,0,0,0,4957.583333333333,1,0
92916,81.0,0,0,0,0,0,1021.5833333333334,1,0
92917,81.0,0,0,0,0,0,2233.0833333333335,1,0
92918,81.0,0,0,0,0,0,4957.583333333333,1,0
92922,81.0,0,0,1,0,0,1021.5833333333334,1,0
92923,81.0,0,0,1,0,0,2233.0833333333335,1,0
92924,81.0,0,0,1,0,0,4957.583333333333,1,0
92925,81.0,0,0,1,0,0,1021.5833333333334,1,0
92926,81.0,0,0,1,0,0,2233.0833333333335,1,0
92927,81.0,0,0,1,0,0,4957.583333333333,1,0
92931,81.0,0,0,0,0,0,1021.5833333333334,1,0
92932,81.0,0,0,0,0,0,2233.0833333333335,1,0
92933,81.0,0,0,0,0,0,4957.583333333333,1,0
92934,81.0,0,0,0,0,0,1021.5833333333334,1,0
92935,81.0,0,0,0,0,0,2233.0833333333335,1,0
92936,81.0,0,0,0,0,0,4957.583333333333,1,0
92940,57.0,0,0,0,0,0,1021.5833333333334,1,0
92941,57.0,0,0,0,0,0,2233.0833333333335,1,0
92942,57.0,0,0,0,0,0,4957.583333333333,1,0
92943,57.0,0,0,0,0,0,1021.5833333333334,1,0
92944,57.0,0,0,0,0,0,2233.0833333333335,1,0
92945,57.0,0,0,0,0,0,4957.583333333333,1,0
92949,57.0,0,0,1,0,0,1021.5833333333334,1,0
92950,57.0,0,0,1,0,0,2233.0833333333335,1,0
92951,57.0,0,0,1,0,0,4957.583333333333,1,0
92952,57.0,0,0,1,0,0,1021.5833333333334,1,0
92953,57.0,0,0,1,0,0,2233.0833333333335,1,0
92954,57.0,0,0,1,0,0,4957.583333333333,1,0
92958,57.0,0,0,0,0,0,1021.5833333333334,1,0
92959,57.0,0,0,0,0,0,2233.0833333333335,1,0
92960,57.0,0,0,0,0,0,4957.583333333333,1,0
92961,57.0,0,0,0,0,0,1021.5833333333334,1,0
92962,57.0,0,0,0,0,0,2233.0833333333335,1,0
92963,57.0,0,0,0,0,0,4957.583333333333,1,0
92967,55.0,0,0,0,0,0,1021.5833333333334,1,0
92968,55.0,0,0,0,0,0,2233.0833333333335,1,0
92969,55.0,0,0,0,0,0,4957.583333333333,1,0
92970,55.0,0,0,0,0,0,1021.5833333333334,1,0
92971,55.0,0,0,0,0,0,2233.0833333333335,1,0
92972,55.0,0,0,0,0,0,4957.583333333333,1,0
92976,55.0,0,0,1,0,0,1021.5833333333334,1,0
92977,55.0,0,0,1,0,0,2233.0833333333335,1,0
92978,55.0,0,0,1,0,0,4957.583333333333,1,0
92979,55.0,0,0,1,0,0,1021.5833333333334,1,0
92980,55.0,0,0,1,0,0,2233.0833333333335,1,0
92981,55.0,0,0,1,0,0,4957.583333333333,1,0
92985,55.0,0,0,0,0,0,1021.5833333333334,1,0
92986,55.0,0,0,0,0,0,2233.0833333333335,1,0
92987,55.0,0,0,0,0,0,4957.583333333333,1,0
92988,55.0,0,0,0,0,0,1021.5833333333334,1,0
92989,55.0,0,0,0,0,0,2233.0833333333335,1,0
92990,55.0,0,0,0,0,0,4957.583333333333,1,0
92994,81.0,1,0,1,0,0,1021.5833333333334,1,0
92995,81.0,1,0,1,0,0,2233.0833333333335,1,0
92996,81.0,1,0,1,0,0,4957.583333333333,1,0
92997,81.0,1,0,1,0,0,1021.5833333333334,1,0
92998,81.0,1,0,1,0,0,2233.0833333333335,1,0
92999,81.0,1,0,1,0,0,4957.583333333333,1,0
93003,81.0,1,0,1,0,0,1021.5833333333334,1,0
93004,81.0,1,0,1,0,0,2233.0833333333335,1,0
93005,81.0,1,0,1,0,0,4957.583333333333,1,0
93006,81.0,1,0,1,0,0,1021.5833333333334,1,0
93007,81.0,1,0,1,0,0,2233.0833333333335,1,0
93008,81.0,1,0,1,0,0,4957.583333333333,1,0
93012,81.0,1,0,1,0,0,1021.5833333333334,1,0
93013,81.0,1,0,1,0,0,2233.0833333333335,1,0
93014,81.0,1,0,1,0,0,4957.583333333333,1,0
93015,81.0,1,0,1,0,0,1021.5833333333334,1,0
93016,81.0,1,0,1,0,0,2233.0833333333335,1,0
93017,81.0,1,0,1,0,0,4957.583333333333,1,0
93021,23.0,0,0,1,0,0,1021.5833333333334,1,0
93022,23.0,0,0,1,0,0,2233.0833333333335,1,0
93023,23.0,0,0,1,0,0,4957.583333333333,1,0
93024,23.0,0,0,1,0,0,1021.5833333333334,1,0
93025,23.0,0,0,1,0,0,2233.0833333333335,1,0
93026,23.0,0,0,1,0,0,4957.583333333333,1,0
93030,23.0,0,0,1,0,0,1021.5833333333334,1,0
93031,23.0,0,0,1,0,0,2233.0833333333335,1,0
93032,23.0,0,0,1,0,0,4957.583333333333,1,0
93033,23.0,0,0,1,0,0,1021.5833333333334,1,0
93034,23.0,0,0,1,0,0,2233.0833333333335,1,0
93035,23.0,0,0,1,0,0,4957.583333333333,1,0
93039,23.0,0,0,1,0,0,1021.5833333333334,1,0
93040,23.0,0,0,1,0,0,2233.0833333333335,1,0
93041,23.0,0,0,1,0,0,4957.583333333333,1,0
93042,23.0,0,0,1,0,0,1021.5833333333334,1,0
93043,23.0,0,0,1,0,0,2233.0833333333335,1,0
93044,23.0,0,0,1,0,0,4957.583333333333,1,0
93048,59.0,1,0,1,0,0,1021.5833333333334,1,0
93049,59.0,1,0,1,0,0,2233.0833333333335,1,0
93050,59.0,1,0,1,0,0,4957.583333333333,1,0
93051,59.0,1,0,1,0,0,1021.5833333333334,1,0
93052,59.0,1,0,1,0,0,2233.0833333333335,1,0
93053,59.0,1,0,1,0,0,4957.583333333333,1,0
93057,59.0,1,0,1,0,0,1021.5833333333334,1,0
93058,59.0,1,0,1,0,0,2233.0833333333335,1,0
93059,59.0,1,0,1,0,0,4957.583333333333,1,0
93060,59.0,1,0,1,0,0,1021.5833333333334,1,0
93061,59.0,1,0,1,0,0,2233.0833333333335,1,0
93062,59.0,1,0,1,0,0,4957.583333333333,1,0
93066,59.0,1,0,1,0,0,1021.5833333333334,1,0
93067,59.0,1,0,1,0,0,2233.0833333333335,1,0
93068,59.0,1,0,1,0,0,4957.583333333333,1,0
93069,59.0,1,0,1,0,0,1021.5833333333334,1,0
93070,59.0,1,0,1,0,0,2233.0833333333335,1,0
93071,59.0,1,0,1,0,0,4957.583333333333,1,0
93072,36.0,1,1,1,0,0,1021.5833333333334,1,0
93073,36.0,1,1,1,0,0,2233.0833333333335,1,0
93074,36.0,1,1,1,0,0,4957.583333333333,1,0
93075,34.0,0,1,1,1,0,1021.5833333333334,1,0
93076,34.0,0,1,1,1,0,2233.0833333333335,1,0
93077,34.0,0,1,1,1,0,4957.583333333333,1,0
93078,43.0,1,0,0,0,0,4067.25,1,0
93079,33.0,0,0,0,0,1,4067.25,1,0
93080,50.0,1,1,0,1,0,4067.25,1,0
93083,38.0,1,1,1,0,1,3437.6666666666665,1,0
93085,64.0,1,0,0,1,1,10403.916666666666,1,0
93086,52.0,0,0,0,0,0,10403.916666666666,1,0
93088,34.0,1,0,0,0,0,10403.916666666666,1,0
93090,33.0,0,1,1,0,0,10403.916666666666,1,0
93091,35.0,1,0,0,0,0,10403.916666666666,1,0
93092,31.0,0,1,1,0,0,10403.916666666666,1,0
93093,32.0,1,0,0,0,0,10403.916666666666,1,0
93095,23.0,1,0,0,1,0,10403.916666666666,1,0
93096,55.0,0,0,0,0,0,5248.333333333333,1,1
93097,31.0,1,0,0,0,0,5248.333333333333,1,1
93098,37.0,0,0,0,0,0,5248.333333333333,1,1
93099,42.0,1,0,0,0,0,5248.333333333333,1,1
93103,63.0,1,1,0,0,0,13286.75,1,0
93105,38.0,0,1,1,0,0,13286.75,1,0
93106,38.0,1,1,0,0,0,13286.75,1,0
93107,36.0,0,1,1,0,0,13286.75,1,0
93108,39.0,1,1,1,0,0,13286.75,1,0
93110,34.0,1,1,0,0,0,13286.75,1,0
93113,34.0,1,0,0,0,0,618.3333333333334,1,1
93114,67.0,0,0,0,0,0,1735.25,1,0
93115,42.0,1,0,0,1,0,1735.25,1,0
93118,53.0,0,1,1,0,0,3114.1666666666665,1,0
93119,50.0,0,0,0,0,0,2023.3333333333333,1,1
93123,28.0,1,0,0,0,0,2023.3333333333333,1,1
93125,59.0,1,0,0,0,0,4120.166666666667,1,0
93126,55.0,0,0,0,0,0,4120.166666666667,1,0
93128,28.0,0,1,1,1,0,3675.0,1,0
93131,35.0,1,1,0,0,0,4504.208333333333,1,0
93133,43.0,1,0,0,0,0,4504.208333333333,1,0
93134,38.0,0,0,0,0,0,4504.208333333333,1,0
93136,67.0,0,0,0,0,0,1865.625,1,0
93137,37.0,0,0,0,0,0,1865.625,1,0
93138,34.0,0,0,0,0,0,1865.625,1,0
93139,14.0,1,0,0,0,0,1865.625,1,0
93141,29.0,1,0,0,1,0,1458.6666666666667,1,0
93144,71.0,1,0,0,0,0,4407.6875,1,0
93145,71.0,1,0,0,0,0,2493.25,1,0
93148,71.0,1,0,0,0,0,4407.6875,1,0
93149,71.0,1,0,0,0,0,2493.25,1,0
93152,43.0,1,0,0,0,0,4407.6875,1,0
93153,43.0,1,0,0,0,0,2493.25,1,0
93156,43.0,1,0,0,0,0,4407.6875,1,0
93157,43.0,1,0,0,0,0,2493.25,1,0
93158,46.0,1,0,0,0,0,4407.6875,1,0
93159,46.0,1,0,0,0,0,2493.25,1,0
93160,39.0,0,0,0,0,0,4407.6875,1,0
93161,39.0,0,0,0,0,0,2493.25,1,0
93164,43.0,1,1,1,1,0,4593.916666666667,1,0
93165,44.0,0,1,1,1,0,4593.916666666667,1,0
93166,22.0,0,0,1,0,0,4593.916666666667,1,0
93168,47.0,0,1,1,1,0,5597.828125,1,0
93169,42.0,1,1,1,0,0,5597.828125,1,0
93170,31.0,0,1,0,0,0,5597.828125,1,0
93171,33.0,1,0,0,0,0,5597.828125,1,0
93172,29.0,1,0,0,1,0,1516.1666666666667,1,0
93174,43.0,1,0,0,0,0,4054.6666666666665,1,0
93175,47.0,0,0,0,0,0,4054.6666666666665,1,0
93176,22.0,1,0,1,1,0,4054.6666666666665,1,0
93177,56.0,0,0,0,0,0,2769.1666666666665,1,1
93178,56.0,0,0,0,0,0,3620.4166666666665,1,0
93179,56.0,0,0,0,0,0,2769.1666666666665,1,1
93180,56.0,0,0,0,0,0,3620.4166666666665,1,0
93181,56.0,0,0,1,0,0,2769.1666666666665,1,1
93182,56.0,0,0,1,0,0,3620.4166666666665,1,0
93183,56.0,0,0,1,0,0,2769.1666666666665,1,1
93184,56.0,0,0,1,0,0,3620.4166666666665,1,0
93185,33.0,0,0,0,0,0,2769.1666666666665,1,1
93186,33.0,0,0,0,0,0,3620.4166666666665,1,0
93187,33.0,0,0,0,0,0,2769.1666666666665,1,1
93188,33.0,0,0,0,0,0,3620.4166666666665,1,0
93189,33.0,0,0,1,0,0,2769.1666666666665,1,1
93190,33.0,0,0,1,0,0,3620.4166666666665,1,0
93191,33.0,0,0,1,0,0,2769.1666666666665,1,1
93192,33.0,0,0,1,0,0,3620.4166666666665,1,0
93193,57.0,1,0,0,0,1,2769.1666666666665,1,1
93194,57.0,1,0,0,0,1,3620.4166666666665,1,0
93195,57.0,1,0,0,0,0,2769.1666666666665,1,1
93196,57.0,1,0,0,0,0,3620.4166666666665,1,0
93197,57.0,1,0,0,0,1,2769.1666666666665,1,1
93198,57.0,1,0,0,0,1,3620.4166666666665,1,0
93199,57.0,1,0,0,0,0,2769.1666666666665,1,1
93200,57.0,1,0,0,0,0,3620.4166666666665,1,0
93201,33.0,1,0,0,0,1,2769.1666666666665,1,1
93202,33.0,1,0,0,0,1,3620.4166666666665,1,0
93203,33.0,1,0,0,0,0,2769.1666666666665,1,1
93204,33.0,1,0,0,0,0,3620.4166666666665,1,0
93205,33.0,1,0,0,0,1,2769.1666666666665,1,1
93206,33.0,1,0,0,0,1,3620.4166666666665,1,0
93207,33.0,1,0,0,0,0,2769.1666666666665,1,1
93208,33.0,1,0,0,0,0,3620.4166666666665,1,0
93217,52.0,1,0,1,0,0,3387.9166666666665,1,0
93218,27.0,1,0,1,1,0,3387.9166666666665,1,0
93220,45.0,1,0,0,0,0,3017.4166666666665,1,0
93221,43.0,0,0,0,0,0,3017.4166666666665,1,0
93222,21.0,1,1,1,0,0,3017.4166666666665,1,0
93224,36.0,0,0,0,1,0,1456.3333333333333,1,0
93227,62.0,0,0,0,0,0,2832.5,1,0
93228,23.0,1,0,0,0,0,2832.5,1,0
93231,57.0,1,0,0,0,1,2832.5,1,0
93232,56.0,1,1,0,0,0,4506.666666666667,1,0
93233,55.0,0,1,0,1,0,4506.666666666667,1,0
93234,33.0,0,1,1,0,0,4506.666666666667,1,0
93235,34.0,0,1,0,1,0,4506.666666666667,1,0
93236,56.0,1,0,0,0,0,2248.6666666666665,1,0
93238,25.0,1,0,1,1,0,2248.6666666666665,1,0
93245,48.0,0,1,0,1,0,3879.8333333333335,1,0
93246,23.0,1,0,0,0,0,3879.8333333333335,1,0
93247,42.0,1,0,0,1,0,3319.9166666666665,1,0
93248,42.0,0,0,0,0,0,3319.9166666666665,1,0
93251,45.0,1,0,1,0,1,843.8333333333334,1,1
93255,33.0,0,1,1,1,0,3789.9166666666665,1,0
93256,62.0,1,0,0,0,0,1144.0,1,0
93257,62.0,0,0,0,0,0,1144.0,1,0
93258,70.0,0,0,0,0,0,983.3333333333334,1,0
93260,54.0,1,0,0,0,0,1425.1666666666667,1,0
93261,52.0,0,0,0,0,0,1425.1666666666667,1,0
93266,40.0,0,0,0,0,0,807.8333333333334,1,0
93269,59.0,1,1,1,1,0,4974.416666666667,1,0
93270,20.0,0,0,1,0,0,4974.416666666667,1,0
93272,51.0,1,0,0,1,1,3274.0,1,0
93273,52.0,0,0,0,0,0,3274.0,1,0
93277,33.0,1,0,0,0,0,2183.1666666666665,1,0
93278,37.0,0,0,0,0,0,2183.1666666666665,1,0
93279,51.0,1,0,0,1,1,4171.5,1,0
93280,53.0,0,0,0,1,0,4171.5,1,0
93281,26.0,1,0,0,0,0,4171.5,1,0
93282,58.0,1,0,1,0,1,1560.8333333333333,1,0
93283,48.0,0,0,0,0,0,1560.8333333333333,1,0
93284,19.0,1,0,1,0,0,1560.8333333333333,1,0
93285,20.0,0,0,0,0,0,1560.8333333333333,1,0
93286,42.0,1,0,0,0,0,2234.0833333333335,1,0
93287,40.0,0,0,0,0,0,2234.0833333333335,1,0
93288,21.0,0,0,0,0,0,2234.0833333333335,1,0
93290,50.0,1,0,0,0,1,1897.0,1,0
93293,35.0,1,0,0,0,0,1382.9930013020833,1,0
93294,32.0,0,0,0,0,1,1382.9930013020833,1,0
93296,70.0,1,1,1,0,1,1578.8333333333333,1,0
93298,72.0,1,0,1,0,0,1578.8333333333333,1,0
93299,51.0,0,0,0,0,0,445.75,1,0
93300,25.0,0,0,1,1,0,6737.083333333333,1,0
93301,35.0,1,1,0,0,0,6737.083333333333,1,0
93302,65.0,1,0,0,0,0,4916.583333333333,1,0
93303,44.0,0,1,1,1,0,4916.583333333333,1,0
93304,54.0,1,0,0,0,1,4916.583333333333,1,0
93306,49.0,0,0,0,0,0,548.5,1,0
93308,65.0,0,0,0,0,0,1489.3138020833333,1,0
93309,19.0,1,0,0,0,0,1489.3138020833333,1,0
93310,41.0,1,1,1,1,0,1845.3333333333333,1,0
93311,51.0,1,0,0,0,0,1536.5,1,0
93312,49.0,0,0,0,0,0,1536.5,1,0
93314,56.0,0,0,0,0,0,1480.0,1,0
93315,35.0,0,0,0,0,0,1480.0,1,0
93317,35.0,0,0,0,0,1,1480.0,1,0
93319,36.0,1,0,0,0,0,4240.833333333333,1,0
93320,40.0,0,0,0,0,0,4240.833333333333,1,0
93321,47.0,0,0,0,1,0,1292.5833333333333,1,0
93322,24.0,0,0,0,0,0,1292.5833333333333,1,0
93323,20.0,0,0,0,0,1,1292.5833333333333,1,0
93324,57.0,1,0,0,1,0,17456.052083333332,1,0
93325,52.0,0,0,0,0,0,17456.052083333332,1,0
93326,31.0,1,0,0,0,0,17456.052083333332,1,0
93327,23.0,0,0,0,0,0,17456.052083333332,1,0
93328,24.0,1,0,0,1,0,17456.052083333332,1,0
93329,50.0,0,0,0,0,1,389.9166666666667,1,0
93331,59.0,1,0,0,1,0,2848.4641927083335,1,0
93332,53.0,0,0,0,0,0,2848.4641927083335,1,0
93335,35.0,1,1,0,0,0,1614.1666666666667,1,0
93336,14.0,1,0,0,0,0,1614.1666666666667,1,0
93337,54.0,0,0,0,1,0,6122.916666666667,1,0
93338,64.0,1,0,0,0,0,6122.916666666667,1,0
93339,32.0,0,0,0,0,0,6122.916666666667,1,0
93341,25.0,0,0,1,1,0,6122.916666666667,1,0
93342,33.0,1,1,1,0,1,6122.916666666667,1,0
93343,39.0,1,0,1,1,0,2256.75,1,0
93344,36.0,0,1,1,0,0,2256.75,1,0
93345,14.0,0,0,1,0,0,2256.75,1,0
93347,68.0,0,0,0,0,0,288.25,1,0
93349,66.0,1,0,0,0,0,2206.9166666666665,1,0
93350,67.0,0,0,0,0,0,2206.9166666666665,1,0
93351,31.0,0,1,0,0,0,2206.9166666666665,1,0
93352,31.0,1,0,0,0,0,2206.9166666666665,1,0
93353,40.0,0,0,0,0,0,1846.4166666666667,1,0
93354,23.0,1,0,0,0,0,1846.4166666666667,1,0
93355,21.0,0,0,0,0,0,1846.4166666666667,1,0
93356,58.0,1,0,0,0,0,1857.0833333333333,1,0
93357,53.0,1,0,0,0,1,2706.5833333333335,1,1
93359,32.0,1,0,0,0,0,2706.5833333333335,1,1
93360,30.0,1,0,0,0,0,2706.5833333333335,1,1
93361,21.0,0,0,0,0,0,2706.5833333333335,1,1
93362,62.0,0,1,0,1,0,2523.4166666666665,1,0
93364,47.0,1,0,0,1,0,7445.416666666667,1,0
93365,48.0,0,0,0,0,0,7445.416666666667,1,0
93366,29.0,1,0,1,0,0,7445.416666666667,1,0
93367,21.0,0,0,1,1,0,7445.416666666667,1,0
93368,27.0,0,0,0,0,0,7445.416666666667,1,0
93369,27.0,1,0,0,0,0,7445.416666666667,1,0
93370,51.0,1,0,0,0,0,2330.6666666666665,1,0
93371,52.0,0,0,0,0,0,2330.6666666666665,1,0
93373,56.0,1,0,1,0,0,2403.0833333333335,1,0
93375,18.0,1,0,1,0,0,2403.0833333333335,1,0
93376,28.0,1,1,1,0,0,1292.4166666666667,1,0
93379,30.0,0,0,0,0,0,1950.75,1,0
93380,34.0,1,0,0,0,0,1950.75,1,0
93381,59.0,1,0,0,0,0,1917.8333333333333,1,1
93382,18.0,1,0,0,0,0,1917.8333333333333,1,1
93384,53.0,1,0,0,0,1,1337.5,1,1
93385,37.0,0,0,0,0,0,1337.5,1,1
93386,21.0,0,1,1,1,1,1337.5,1,1
93387,59.0,0,0,0,0,0,445.8333333333333,1,0
93388,38.0,1,0,0,1,0,1844.0833333333333,1,0
93389,30.0,0,0,0,0,0,1844.0833333333333,1,0
93391,26.0,1,0,1,0,0,2331.9166666666665,1,0
93392,28.0,0,0,1,0,0,2331.9166666666665,1,0
93393,49.0,1,0,0,1,0,6898.734375,1,0
93394,44.0,0,0,0,0,1,6898.734375,1,0
93395,23.0,1,0,0,0,0,6898.734375,1,0
93396,21.0,0,0,0,1,0,6898.734375,1,0
93399,48.0,0,0,0,0,1,10475.333333333334,1,0
93400,49.0,1,0,1,0,1,10475.333333333334,1,0
93404,29.0,0,1,1,1,0,10475.333333333334,1,0
93405,30.0,1,0,1,0,0,10475.333333333334,1,0
93407,74.0,1,0,0,0,1,6003.470703125,1,0
93408,73.0,0,0,0,0,0,6003.470703125,1,0
93409,36.0,1,0,0,0,0,6003.470703125,1,0
93410,67.0,0,0,0,0,0,2260.5,1,0
93411,31.0,1,0,0,1,0,2260.5,1,0
93413,54.0,0,1,1,0,0,1250.6666666666667,1,0
93416,59.0,1,0,0,0,0,1250.6666666666667,1,0
93417,51.0,1,0,0,0,0,415.9166666666667,1,1
93418,42.0,0,0,0,0,0,415.9166666666667,1,1
93419,47.0,0,1,0,0,1,415.9166666666667,1,0
93421,67.0,1,0,0,0,0,3795.26953125,1,0
93422,63.0,0,0,0,0,0,3795.26953125,1,0
93423,36.0,0,1,1,0,0,3795.26953125,1,0
93424,43.0,1,0,0,0,0,3795.26953125,1,0
93425,62.0,1,0,0,0,0,1106.8333333333333,1,0
93426,58.0,1,0,0,0,0,4992.241536458333,1,0
93427,48.0,0,0,0,0,0,4992.241536458333,1,0
93429,33.0,1,0,0,0,0,4992.241536458333,1,0
93431,37.0,1,0,0,0,0,4992.241536458333,1,0
93432,47.0,1,0,0,1,0,2976.8333333333335,0,0
93433,49.0,0,0,0,1,0,2976.8333333333335,0,0
93434,19.0,1,0,1,0,0,2976.8333333333335,0,0
93436,60.0,1,0,0,0,0,3199.8512369791665,0,0
93437,48.0,0,0,0,0,0,3199.8512369791665,0,0
93438,27.0,1,0,1,0,0,3199.8512369791665,0,0
93439,29.0,0,0,0,0,0,3199.8512369791665,0,0
93440,59.0,1,0,0,0,0,2672.75,0,0
93441,50.0,0,0,0,0,0,2672.75,0,0
93442,19.0,1,0,0,0,0,2672.75,0,0
93445,28.0,1,1,1,1,0,3055.4166666666665,0,0
93446,42.0,0,1,0,1,0,3055.4166666666665,0,0
93448,47.0,1,0,0,0,0,1560.75,0,0
93452,49.0,1,0,0,0,0,1035.25,0,0
93454,78.0,1,0,0,0,0,1278.0833333333333,0,0
93456,64.0,1,0,0,0,0,773.0416666666666,0,1
93457,56.0,0,0,0,0,0,773.0416666666666,0,1
93458,18.0,1,0,0,0,0,773.0416666666666,0,1
93459,14.0,1,0,0,0,0,773.0416666666666,0,1
93460,48.0,1,0,0,0,0,49.833333333333336,0,1
93461,46.0,0,0,0,0,0,49.833333333333336,0,1
93463,17.0,1,0,0,0,0,49.833333333333336,0,1
93465,48.0,1,0,0,0,0,358.0,0,1
93466,40.0,0,0,0,0,0,358.0,0,1
93468,35.0,1,0,0,0,0,1430.2223307291667,0,0
93469,50.0,0,0,0,0,1,1430.2223307291667,0,0
93470,15.0,0,0,0,0,0,1430.2223307291667,0,0
93471,50.0,1,0,0,0,0,16.916666666666668,0,1
93472,47.0,0,0,0,0,0,16.916666666666668,0,1
93474,77.0,0,0,0,0,0,107.75,0,1
93475,48.0,1,0,0,0,0,107.75,0,1
93476,32.0,1,1,0,0,1,799.8333333333334,0,1
93477,28.0,0,0,0,0,0,799.8333333333334,0,1
93478,77.0,1,0,0,0,1,226.7440388997396,0,1
93479,76.0,0,0,0,0,0,226.7440388997396,0,1
93480,57.0,0,0,0,0,1,487.6666666666667,0,0
93482,59.0,0,0,0,0,0,1490.9166666666667,0,0
93483,44.0,1,1,0,0,1,4791.595052083333,0,1
93484,44.0,0,1,0,1,0,4791.595052083333,0,1
93485,51.0,0,0,0,0,1,2577.5833333333335,0,0
93486,78.0,1,0,0,0,0,2577.5833333333335,0,0
93487,50.0,1,0,0,0,1,4736.25,0,0
93488,36.0,0,1,0,0,0,4736.25,0,0
93489,15.0,0,0,0,0,0,4736.25,0,0
93490,26.0,1,1,0,1,0,1083.5833333333333,0,0
93491,25.0,0,1,0,0,0,1083.5833333333333,0,0
93492,29.0,0,0,0,1,0,925.1666666666666,1,0
93493,35.0,1,1,0,1,1,13635.25,1,0
93494,35.0,0,1,0,1,0,13635.25,1,0
93495,52.0,0,0,0,0,0,13635.25,1,0
93496,33.0,1,1,1,1,0,13635.25,1,0
93497,63.0,1,0,0,0,0,2508.0,1,0
93498,63.0,1,0,0,0,0,2950.4166666666665,1,0
93499,63.0,1,0,0,0,0,2760.4166666666665,1,0
93500,63.0,1,0,0,0,0,2508.0,1,0
93501,63.0,1,0,0,0,0,2950.4166666666665,1,0
93502,63.0,1,0,0,0,0,2760.4166666666665,1,0
93503,63.0,1,0,0,0,1,2508.0,1,0
93504,63.0,1,0,0,0,1,2950.4166666666665,1,0
93505,63.0,1,0,0,0,1,2760.4166666666665,1,0
93506,63.0,1,0,0,0,0,2508.0,1,0
93507,63.0,1,0,0,0,0,2950.4166666666665,1,0
93508,63.0,1,0,0,0,0,2760.4166666666665,1,0
